17:55:29	10
17:56:29	16
17:57:29	36
17:58:29	77
17:59:29	133
18:00:29	201
18:01:29	289
18:02:30	396
18:03:30	513
18:04:30	631
18:05:30	749
18:06:30	869
18:07:31	987
18:08:31	1103
18:09:31	1221
18:10:32	1341
18:11:32	1458
18:12:33	1578
18:13:33	1696
18:14:33	1815
18:15:33	1931
18:16:34	2050
18:17:35	2169
18:18:35	2288
18:19:35	2408
18:20:36	2527
18:21:36	2642
18:22:36	2762
18:23:36	2880
18:24:37	2999
18:25:37	3116
18:26:38	3235
18:27:38	3355
18:28:39	3471
18:29:39	3591
18:30:40	3711
18:31:40	3827
18:32:41	3946
18:33:41	4064
18:34:42	4183
18:35:42	4299
18:36:43	4419
18:37:43	4538
18:38:44	4654
18:39:44	4773
18:40:45	4892
18:41:46	5008
18:42:46	5127
18:43:47	5247
18:44:48	5366
18:45:49	5486
18:46:49	5606
18:47:51	5727
18:48:52	5846
18:49:53	5966
18:50:54	6083
18:51:54	6203
18:52:55	6323
18:53:56	6440
18:54:57	6558
18:55:57	6678
18:56:58	6798
18:57:59	6917
18:59:01	7037
19:00:01	7157
19:01:03	7279
19:02:04	7394
19:03:04	7514
19:04:05	7634
19:05:06	7753
19:06:07	7872
19:07:08	7991
19:08:09	8111
19:09:10	8227
19:10:11	8348
19:11:12	8469
19:12:13	8586
19:13:14	8706
19:14:15	8825
19:15:16	8944
19:16:17	9064
19:17:18	9185
19:18:19	9307
19:19:20	9427
19:20:22	9547
19:21:23	9667
19:22:24	9787
19:23:25	9907
19:24:26	10027
19:25:27	10143
19:26:29	10262
19:27:30	10382
19:28:31	10503
19:29:32	10624
19:30:33	10744
19:31:35	10865
19:32:36	10985
19:33:37	11105
19:34:39	11223
19:35:40	11341
19:36:41	11461
19:37:42	11583
19:38:44	11704
19:39:45	11824
19:40:47	11945
19:41:49	12065
19:42:50	12185
19:43:51	12306
19:44:53	12428
19:45:54	12548
19:46:55	12668
19:47:57	12788
19:48:59	12908
19:50:01	13030
19:51:02	13151
19:52:04	13270
19:53:05	13392
19:54:07	13512
19:55:08	13632
19:56:10	13754
19:57:12	13876
19:58:13	13995
19:59:15	14114
20:00:16	14234
20:01:18	14355
20:02:20	14478
20:03:22	14597
20:04:23	14717
20:05:25	14838
20:06:27	14957
20:07:28	15081
20:08:30	15203
20:09:32	15323
20:10:33	15438
20:11:35	15558
20:12:37	15680
20:13:39	15802
20:14:41	15922
20:15:43	16044
20:16:44	16166
20:17:46	16288
20:18:49	16408
20:19:51	16530
20:20:53	16653
20:21:55	16773
20:22:57	16894
20:23:58	17015
20:25:00	17138
20:26:02	17254
20:27:04	17375
20:28:07	17503
20:29:09	17623
20:30:11	17744
20:31:13	17864
20:32:15	17986
20:33:17	18107
20:34:19	18228
20:35:21	18348
20:36:24	18471
20:37:26	18595
20:38:29	18716
20:39:31	18838
20:40:33	18961
20:41:35	19081
20:42:38	19205
20:43:41	19328
20:44:43	19447
20:45:45	19571
20:46:48	19692
20:47:50	19813
20:48:52	19938
20:49:55	20058
20:50:57	20179
20:51:59	20302
20:53:01	20422
20:54:04	20544
20:55:06	20666
20:56:08	20787
20:57:11	20911
20:58:13	21035
20:59:15	21157
21:00:18	21278
21:01:20	21401
21:02:22	21521
21:03:25	21642
21:04:27	21767
21:05:30	21888
21:06:32	22009
21:07:34	22132
21:08:37	22254
21:09:39	22377
21:10:42	22500
21:11:44	22620
21:12:47	22744
21:13:50	22865
21:14:52	22986
21:15:55	23109
21:16:58	23233
21:18:00	23356
21:19:03	23479
21:20:06	23603
21:21:08	23727
21:22:11	23847
21:23:14	23969
21:24:16	24093
21:25:19	24218
21:26:22	24341
21:27:25	24461
21:28:27	24585
21:29:31	24708
21:30:33	24833
21:31:36	24957
21:32:39	25077
21:33:42	25201
21:34:45	25322
21:35:48	25446
21:36:50	25569
21:37:53	25693
21:38:56	25818
21:39:59	25939
21:41:02	26062
21:42:05	26188
21:43:08	26309
21:44:11	26432
21:45:14	26554
21:46:17	26680
21:47:20	26801
21:48:24	26926
21:49:27	27051
21:50:30	27174
21:51:33	27300
21:52:37	27424
21:53:40	27544
21:54:43	27673
21:55:46	27796
21:56:50	27918
21:57:53	28044
21:58:57	28167
22:00:00	28292
22:01:04	28417
22:02:07	28540
22:03:10	28665
22:04:14	28791
22:05:18	28912
22:06:21	29040
22:07:24	29162
22:08:28	29285
22:09:31	29409
22:10:35	29535
22:11:39	29662
22:12:42	29782
22:13:45	29909
22:14:49	30030
22:15:52	30155
22:16:56	30277
22:17:59	30401
22:19:04	30528
22:20:08	30652
22:21:11	30778
22:22:15	30901
22:23:18	31026
22:24:22	31148
22:25:25	31274
22:26:29	31398
22:27:33	31523
22:28:36	31648
22:29:40	31772
22:30:44	31896
22:31:48	32021
22:32:51	32143
22:33:56	32272
22:35:00	32396
22:36:03	32521
22:37:07	32644
22:38:11	32773
22:39:15	32896
22:40:19	33022
22:41:23	33146
22:42:27	33270
22:43:31	33399
22:44:35	33525
22:45:39	33648
22:46:43	33774
22:47:48	33899
22:48:52	34028
22:49:56	34154
22:51:00	34281
22:52:04	34405
22:53:08	34530
22:54:13	34657
22:55:17	34781
22:56:21	34906
22:57:25	35034
22:58:29	35157
22:59:34	35284
23:00:38	35410
23:01:42	35536
23:02:47	35661
23:03:51	35788
23:04:55	35914
23:06:00	36040
23:07:05	36169
23:08:09	36292
23:09:13	36422
23:10:18	36545
23:11:22	36673
23:12:27	36796
23:13:31	36926
23:14:36	37053
23:15:41	37178
23:16:45	37307
23:17:50	37436
23:18:54	37557
23:19:59	37686
23:21:05	37816
23:22:09	37941
23:23:14	38067
23:24:18	38193
23:25:23	38320
23:26:28	38450
23:27:33	38574
23:28:37	38703
23:29:42	38827
23:30:47	38955
23:31:53	39085
23:32:58	39210
23:34:03	39338
23:35:07	39465
23:36:12	39592
23:37:17	39715
23:38:22	39844
23:39:27	39973
23:40:32	40097
23:41:37	40226
23:42:42	40351
23:43:46	40478
23:44:52	40603
23:45:57	40733
23:47:02	40856
23:48:07	40986
23:49:12	41113
23:50:16	41239
23:51:21	41362
23:52:26	41492
23:53:31	41621
23:54:36	41747
23:55:41	41873
23:56:46	42001
23:57:51	42129
23:58:57	42259
00:00:02	42383
00:01:07	42512
00:02:12	42640
00:03:17	42766
00:04:23	42896
00:05:28	43024
00:06:33	43151
00:07:39	43282
00:08:44	43408
00:09:50	43536
00:10:55	43664
00:12:00	43791
00:13:05	43919
00:14:11	44045
00:15:16	44175
00:16:21	44302
00:17:27	44432
00:18:32	44558
00:19:37	44684
00:20:43	44815
00:21:48	44944
00:22:54	45069
00:24:00	45202
00:25:06	45327
00:26:12	45458
00:27:18	45587
00:28:25	45718
00:29:31	45847
00:30:36	45974
00:31:42	46102
00:32:48	46230
00:33:53	46360
00:34:59	46484
00:36:05	46616
00:37:10	46745
00:38:17	46876
00:39:22	47005
00:40:28	47129
00:41:34	47260
00:42:40	47390
00:43:46	47520
00:44:52	47650
00:45:58	47779
00:47:04	47908
00:48:10	48038
00:49:16	48166
00:50:21	48295
00:51:27	48422
00:52:33	48552
00:53:39	48681
00:54:45	48808
00:55:51	48936
00:56:57	49066
00:58:02	49193
00:59:08	49309
01:00:14	49426
01:01:20	49539
01:02:26	49635
01:03:32	49716
01:04:38	49791
01:05:44	49851
01:06:51	49890
01:07:57	49922
01:09:02	49947
01:10:08	49973
01:11:14	49995
01:12:21	50008
